2.00001 4 -4
2.00001 4 -4
2.00001 4 -4
2 4.00001 -4
2 4.00001 -4
2 4.00001 -4
2 4.00001 -4
2 4.00001 -4
1.99999 4 -4
1.99999 4 -4
1.99999 4 -4
1.99999 4 -4
1.99999 4 -4
2 3.99999 -4
2 3.99999 -4
2 3.99999 -4
2 3.99999 -4
2 3.99999 -4
2.00001 4 -4
2.00001 4 -4
2.00001 4 -4

2.78218 4 -3.93844
2.7439 4.24171 -3.93844
2.6328 4.45975 -3.93844
2.45975 4.6328 -3.93844
2.24171 4.7439 -3.93844
2 4.78218 -3.93844
1.75829 4.7439 -3.93844
1.54025 4.6328 -3.93844
1.36721 4.45975 -3.93844
1.2561 4.24171 -3.93844
1.21782 4 -3.93844
1.2561 3.7583 -3.93844
1.3672 3.54025 -3.93844
1.54024 3.36721 -3.93844
1.75829 3.25611 -3.93844
2 3.21782 -3.93844
2.2417 3.2561 -3.93844
2.45975 3.3672 -3.93844
2.63279 3.54024 -3.93844
2.74389 3.75829 -3.93844
2.78218 4 -3.93844

3.54509 4 -3.75528
3.46947 4.47746 -3.75528
3.25 4.90818 -3.75528
2.90818 5.25 -3.75528
2.47746 5.46947 -3.75528
2 5.54509 -3.75528
1.52254 5.46947 -3.75528
1.09182 5.25001 -3.75528
0.749998 4.90818 -3.75528
0.530533 4.47746 -3.75528
0.45491 4 -3.75528
0.530531 3.52255 -3.75528
0.749993 3.09182 -3.75528
1.09181 2.75 -3.75528
1.52254 2.53053 -3.75528
1.99999 2.45491 -3.75528
2.47745 2.53053 -3.75528
2.90818 2.74999 -3.75528
3.25 3.09181 -3.75528
3.46947 3.52253 -3.75528
3.54509 3.99999 -3.75528

4.26996 4 -3.45503
4.15886 4.70145 -3.45503
3.83643 5.33425 -3.45503
3.33425 5.83643 -3.45503
2.70146 6.15886 -3.45503
2 6.26996 -3.45503
1.29855 6.15886 -3.45503
0.665756 5.83644 -3.45503
0.163569 5.33425 -3.45503
-0.158855 4.70146 -3.45503
-0.269957 4.00001 -3.45503
-0.158859 3.29855 -3.45503
0.163562 2.66576 -3.45503
0.665747 2.16357 -3.45503
1.29854 1.84115 -3.45503
1.99999 1.73004 -3.45503
2.70145 1.84114 -3.45503
3.33424 2.16356 -3.45503
3.83643 2.66574 -3.45503
4.15885 3.29853 -3.45503
4.26996 3.99999 -3.45503

4.93893 4 -3.04508
4.79509 4.90818 -3.04508
4.37764 5.72746 -3.04508
3.72746 6.37764 -3.04508
2.90818 6.79509 -3.04508
2 6.93893 -3.04508
1.09183 6.79509 -3.04508
0.272545 6.37765 -3.04508
-0.37764 5.72746 -3.04508
-0.795086 4.90819 -3.04508
-0.938929 4.00001 -3.04508
-0.795091 3.09183 -3.04508
-0.377649 2.27255 -3.04508
0.272532 1.62236 -3.04508
1.09181 1.20492 -3.04508
1.99999 1.06107 -3.04508
2.90817 1.20491 -3.04508
3.72745 1.62235 -3.04508
4.37764 2.27253 -3.04508
4.79508 3.09181 -3.04508
4.93893 3.99998 -3.04508

