5.53554 4 -2.53553
5.3625 5.09254 -2.53553
4.86031 6.07813 -2.53553
4.07814 6.86031 -2.53553
3.09254 7.36249 -2.53553
2 7.53554 -2.53553
0.907465 7.3625 -2.53553
-0.0781308 6.86031 -2.53553
-0.860304 6.07814 -2.53553
-1.36249 5.09255 -2.53553
-1.53554 4.00001 -2.53553
-1.3625 2.90747 -2.53553
-0.860316 1.92187 -2.53553
-0.0781459 1.1397 -2.53553
0.907447 0.637509 -2.53553
1.99999 0.464464 -2.53553
3.09253 0.637501 -2.53553
4.07812 1.13968 -2.53553
4.8603 1.92185 -2.53553
5.36249 2.90744 -2.53553
5.53554 3.99998 -2.53553

6.04509 4 -1.93892
5.84711 5.25 -1.93892
5.27255 6.37764 -1.93892
4.37764 7.27254 -1.93892
3.25 7.8471 -1.93892
2.00001 8.04509 -1.93892
0.750006 7.84711 -1.93892
-0.377636 7.27255 -1.93892
-1.27254 6.37765 -1.93892
-1.8471 5.25001 -1.93892
-2.04509 4.00001 -1.93892
-1.84711 2.75001 -1.93892
-1.27255 1.62237 -1.93892
-0.377653 0.727464 -1.93892
0.749985 0.152899 -1.93892
1.99998 -0.0450865 -1.93892
3.24998 0.152889 -1.93892
4.37763 0.727446 -1.93892
5.27253 1.62234 -1.93892
5.8471 2.74998 -1.93892
6.04509 3.99998 -1.93892

6.45503 4 -1.26995
6.23699 5.37668 -1.26995
5.6042 6.6186 -1.26995
4.61861 7.6042 -1.26995
3.37669 8.23699 -1.26995
2.00001 8.45503 -1.26995
0.623326 8.23699 -1.26995
-0.618596 7.6042 -1.26995
-1.60419 6.61861 -1.26995
-2.23699 5.37669 -1.26995
-2.45503 4.00001 -1.26995
-2.23699 2.62333 -1.26995
-1.60421 1.38141 -1.26995
-0.618615 0.395811 -1.26995
0.623303 -0.236984 -1.26995
1.99998 -0.455034 -1.26995
3.37666 -0.236995 -1.26995
4.61859 0.39579 -1.26995
5.60419 1.38138 -1.26995
6.23698 2.6233 -1.26995
6.45503 3.99998 -1.26995

6.75528 4 -0.545084
6.52254 5.46946 -0.545084
5.84711 6.79508 -0.545084
4.79509 7.8471 -0.545084
3.46947 8.52254 -0.545084
2.00001 8.75528 -0.545084
0.530544 8.52255 -0.545084
-0.795078 7.84711 -0.545084
-1.8471 6.79509 -0.545084
-2.52254 5.46947 -0.545084
-2.75528 4.00001 -0.545084
-2.52255 2.53055 -0.545084
-1.84711 1.20493 -0.545084
-0.795098 0.152905 -0.545084
0.53052 -0.522537 -0.545084
1.99998 -0.755283 -0.545084
3.46944 -0.522549 -0.545084
4.79507 0.152883 -0.545084
5.84709 1.2049 -0.545084
6.52254 2.53051 -0.545084
6.75528 3.99997 -0.545084

6.93844 4 0.217828
6.69674 5.52606 0.217828
5.99528 6.90274 0.217828
4.90275 7.99528 0.217828
3.52607 8.69674 0.217828
2.00001 8.93844 0.217828
0.473945 8.69674 0.217828
-0.902736 7.99529 0.217828
-1.99528 6.90275 0.217828
-2.69673 5.52607 0.217828
-2.93844 4.00001 0.217828
-2.69674 2.47395 0.217828
-1.99529 1.09727 0.217828
-0.902757 0.00472667 0.217828
0.47392 -0.696732 0.217828
1.99998 -0.938442 0.217828
3.52604 -0.696744 0.217828
4.90273 0.00470356 0.217828
5.99527 1.09724 0.217828
6.69673 2.47391 0.217828
6.93844 3.99997 0.217828

7 4 1
6.75528 5.54508 1
6.04509 6.93892 1
4.93893 8.04508 1
3.54509 8.75528 1
2.00001 9 1
0.454923 8.75529 1
-0.938919 8.04509 1
-2.04508 6.93893 1
-2.75528 5.5451 1
-3 4.00001 1
-2.75529 2.45493 1
-2.04509 1.06109 1
-0.93894 -0.0450748 1
0.454897 -0.755277 1
1.99998 -1 1
3.54506 -0.755289 1
4.93891 -0.0450982 1
6.04507 1.06105 1
6.75527 2.45489 1
7 3.99997 1

6.93844 4 1.78217
6.69674 5.52606 1.78217
5.99528 6.90274 1.78217
4.90275 7.99528 1.78217
3.52607 8.69674 1.78217
2.00001 8.93844 1.78217
0.473945 8.69674 1.78217
-0.902736 7.99529 1.78217
-1.99528 6.90275 1.78217
-2.69673 5.52607 1.78217
-2.93844 4.00001 1.78217
-2.69674 2.47395 1.78217
-1.99529 1.09727 1.78217
-0.902757 0.00472667 1.78217
0.47392 -0.696732 1.78217
1.99998 -0.938442 1.78217
3.52604 -0.696744 1.78217
4.90273 0.00470356 1.78217
5.99527 1.09724 1.78217
6.69673 2.47391 1.78217
6.93844 3.99997 1.78217

6.75528 4 2.54508
6.52254 5.46946 2.54508
5.84711 6.79508 2.54508
4.79509 7.8471 2.54508
3.46947 8.52254 2.54508
2.00001 8.75528 2.54508
0.530544 8.52255 2.54508
-0.795078 7.84711 2.54508
-1.8471 6.79509 2.54508
-2.52254 5.46947 2.54508
-2.75528 4.00001 2.54508
-2.52255 2.53055 2.54508
-1.84711 1.20493 2.54508
-0.795098 0.152905 2.54508
0.53052 -0.522537 2.54508
1.99998 -0.755283 2.54508
3.46944 -0.522549 2.54508
4.79507 0.152883 2.54508
5.84709 1.2049 2.54508
6.52254 2.53051 2.54508
6.75528 3.99997 2.54508

6.45503 4 3.26995
6.23699 5.37668 3.26995
5.6042 6.6186 3.26995
4.61861 7.6042 3.26995
3.37669 8.23699 3.26995
2.00001 8.45503 3.26995
0.623326 8.23699 3.26995
-0.618596 7.6042 3.26995
-1.60419 6.61861 3.26995
-2.23699 5.37669 3.26995
-2.45503 4.00001 3.26995
-2.23699 2.62333 3.26995
-1.60421 1.38141 3.26995
-0.618615 0.395811 3.26995
0.623303 -0.236984 3.26995
1.99998 -0.455034 3.26995
3.37666 -0.236995 3.26995
4.61859 0.39579 3.26995
5.60419 1.38138 3.26995
6.23698 2.6233 3.26995
6.45503 3.99998 3.26995

6.04509 4 3.93892
5.84711 5.25 3.93892
5.27255 6.37764 3.93892
4.37764 7.27254 3.93892
3.25 7.8471 3.93892
2.00001 8.04509 3.93892
0.750006 7.84711 3.93892
-0.377636 7.27255 3.93892
-1.27254 6.37765 3.93892
-1.8471 5.25001 3.93892
-2.04509 4.00001 3.93892
-1.84711 2.75001 3.93892
-1.27255 1.62237 3.93892
-0.377653 0.727464 3.93892
0.749985 0.152899 3.93892
1.99998 -0.0450865 3.93892
3.24998 0.152889 3.93892
4.37763 0.727446 3.93892
5.27253 1.62234 3.93892
5.8471 2.74998 3.93892
6.04509 3.99998 3.93892

5.53554 4 4.53553
5.3625 5.09254 4.53553
4.86031 6.07813 4.53553
4.07814 6.86031 4.53553
3.09254 7.36249 4.53553
2 7.53554 4.53553
0.907465 7.3625 4.53553
-0.0781308 6.86031 4.53553
-0.860304 6.07814 4.53553
-1.36249 5.09255 4.53553
-1.53554 4.00001 4.53553
-1.3625 2.90747 4.53553
-0.860316 1.92187 4.53553
-0.0781459 1.1397 4.53553
0.907447 0.637509 4.53553
1.99999 0.464464 4.53553
3.09253 0.637501 4.53553
4.07812 1.13968 4.53553
4.8603 1.92185 4.53553
5.36249 2.90744 4.53553
5.53554 3.99998 4.53553

4.93893 4 5.04508
4.79509 4.90818 5.04508
4.37764 5.72746 5.04508
3.72746 6.37764 5.04508
2.90818 6.79509 5.04508
2 6.93893 5.04508
1.09183 6.79509 5.04508
0.272545 6.37765 5.04508
-0.37764 5.72746 5.04508
-0.795086 4.90819 5.04508
-0.938929 4.00001 5.04508
-0.795091 3.09183 5.04508
-0.377649 2.27255 5.04508
0.272532 1.62236 5.04508
1.09181 1.20492 5.04508
1.99999 1.06107 5.04508
2.90817 1.20491 5.04508
3.72745 1.62235 5.04508
4.37764 2.27253 5.04508
4.79508 3.09181 5.04508
4.93893 3.99998 5.04508

4.26996 4 5.45503
4.15886 4.70145 5.45503
3.83643 5.33425 5.45503
3.33425 5.83643 5.45503
2.70146 6.15886 5.45503
2 6.26996 5.45503
1.29855 6.15886 5.45503
0.665756 5.83644 5.45503
0.163569 5.33425 5.45503
-0.158855 4.70146 5.45503
-0.269957 4.00001 5.45503
-0.158859 3.29855 5.45503
0.163562 2.66576 5.45503
0.665747 2.16357 5.45503
1.29854 1.84115 5.45503
1.99999 1.73004 5.45503
2.70145 1.84114 5.45503
3.33424 2.16356 5.45503
3.83643 2.66574 5.45503
4.15885 3.29853 5.45503
4.26996 3.99999 5.45503

3.54509 4 5.75528
3.46947 4.47746 5.75528
3.25 4.90818 5.75528
2.90818 5.25 5.75528
2.47746 5.46947 5.75528
2 5.54509 5.75528
1.52254 5.46947 5.75528
1.09182 5.25001 5.75528
0.749998 4.90818 5.75528
0.530533 4.47746 5.75528
0.45491 4 5.75528
0.530531 3.52255 5.75528
0.749993 3.09182 5.75528
1.09181 2.75 5.75528
1.52254 2.53053 5.75528
1.99999 2.45491 5.75528
2.47745 2.53053 5.75528
2.90818 2.74999 5.75528
3.25 3.09181 5.75528
3.46947 3.52253 5.75528
3.54509 3.99999 5.75528

2.78218 4 5.93844
2.7439 4.24171 5.93844
2.6328 4.45975 5.93844
2.45975 4.6328 5.93844
2.24171 4.7439 5.93844
2 4.78218 5.93844
1.75829 4.7439 5.93844
1.54025 4.6328 5.93844
1.36721 4.45975 5.93844
1.2561 4.24171 5.93844
1.21782 4 5.93844
1.2561 3.7583 5.93844
1.3672 3.54025 5.93844
1.54024 3.36721 5.93844
1.75829 3.25611 5.93844
2 3.21782 5.93844
2.2417 3.2561 5.93844
2.45975 3.3672 5.93844
2.63279 3.54024 5.93844
2.74389 3.75829 5.93844
2.78218 4 5.93844

2.00001 4 6
2.00001 4 6
2.00001 4 6
2 4.00001 6
2 4.00001 6
2 4.00001 6
2 4.00001 6
2 4.00001 6
1.99999 4 6
1.99999 4 6
1.99999 4 6
1.99999 4 6
1.99999 4 6
2 3.99999 6
2 3.99999 6
2 3.99999 6
2 3.99999 6
2 3.99999 6
2.00001 4 6
2.00001 4 6
2.00001 4 6

